addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
21970,8177 Grasswood Ct.,,Goulburn,50,2580,\xe6100000010ce4858a2efb4741c002431e3097b56240,8187d83b-fc49-4cb3-babd-81b69be91163,2013-10-11 00:00:00
21971,3623 Houston Ct.,,Imperial Beach,9,91932,\xe6100000010c031b870ac0474040f5ad35e1934a5dc0,966aa856-04bf-41b0-8c7b-47f9f9507621,2013-08-16 00:00:00
21972,2209 Sequoia Drive,,Portland,58,97205,\xe6100000010c34951b2471bd4640f5bd36984eae5ec0,299a093f-d89d-4d72-a0ff-20ae1672f8f7,2012-02-12 00:00:00
21973,3875 Black Walnut Court,,Milsons Point,50,2061,\xe6100000010c87c6718120ee40c03dc37dc6cde76240,171ee0f4-d2d7-4833-a7b2-31a16f97637b,2011-11-01 00:00:00
21974,7827 Mt. Hood Circle,,Cloverdale,66,6105,\xe6100000010c23f3862699ec3fc0fa6689ad98fd5c40,d05e806c-c6b2-424c-9538-e71d380c965e,2012-09-21 00:00:00
21975,P. O. Box 5413,,Burien,79,98168,\xe6100000010cefa5cb6780ba474024ea3b7731995ec0,a417ecab-4ee4-41c7-8ce0-86cf706c221c,2011-08-27 00:00:00
21976,6908 Laguna Circle,,Coronado,9,92118,\xe6100000010c2e7700e23f5c4040d712f55e2c435dc0,47e4f84a-e937-4624-afe8-e46d7578355e,2014-04-03 00:00:00
21977,3023 Adria Drive,,Salem,58,97301,\xe6100000010ca3cdbfb2ac804640d1563d1637c75ec0,d3697325-f6f3-4361-8da4-ff28d6c9857b,2014-01-30 00:00:00
21978,Winter der BÃÂ¶ck 2550,,MÃÂ¼nchen,53,80074,\xe6100000010c00000000000000000000000000000000,e777c782-a495-4f2a-b5a0-deb908923bb6,2013-09-07 00:00:00
21979,4772 Ravenwood,,Milwaukie,58,97222,\xe6100000010cc136ab1813b04640def33c2f71a65ec0,360e8904-c913-4742-a7fc-ee37dbe2b7c2,2012-04-09 00:00:00
21980,1141 Panoramic Dr.,,Spring Valley,9,91977,\xe6100000010cbf183658f8594040d94362078a395dc0,7553a4c2-19a9-4f4e-9017-0d1091098172,2013-04-29 00:00:00
21981,"8201, rue Malar",,Colombes,178,92700,\xe6100000010c2e4d227ab87148400d07ec4da3fc0140,4af0b6c6-9304-41f8-966b-6560a675cf3e,2013-12-21 10:09:29.423
21982,5800 Abbey Court,,Santa Monica,9,90401,\xe6100000010c11ac30d861004140fb6d49e8a89f5dc0,5e2a3cc7-c1eb-4baf-b931-5f10d4521983,2013-08-29 00:00:00
21983,2422 Norse Drive,,Corvallis,58,97330,\xe6100000010c59cfd50bb45146407a62e31015d75ec0,e48a562e-d7d3-4769-8447-8210b97b32dd,2013-09-09 00:00:00
21984,7335 Oak Creek Ct.,,Mill Valley,9,94941,\xe6100000010c10c3f3f5d6f24240d1e0f144e0a25ec0,d4995526-8b74-4ea1-8e17-3ed31102a5c4,2013-11-07 00:00:00
21985,1141 Panoramic Dr.,,London,14,SW1P 2NU,\xe6100000010c33941e82d6bd4940f9a9e257a191c1bf,1e948977-38fa-40ff-9bf0-d4fd545e3f87,2013-09-06 00:00:00
21986,6868 Thornhill Place,,Portland,58,97205,\xe6100000010c26e942721ac24640d412fdb672b15ec0,dbe34ac3-1c58-4954-9a1a-35bd5ec6c5df,2013-07-07 00:00:00
21987,"20, rue Royale",,Chatou,164,78400,\xe6100000010cb9749fe7e27a4840e803b7a9a5390140,24852d9e-91a2-481b-a29e-274daded965c,2013-12-21 10:09:29.423
21988,8379 Surf View Drive,,Coronado,9,92118,\xe6100000010c2e7700e23f5c404098f7e73cec495dc0,4093ee47-a828-46d7-a093-36a7dff8d265,2014-05-06 00:00:00
21989,2562 Meadowbrook Drive,,Hervey Bay,64,4655,\xe6100000010cab957ad2ff5d39c0e0cee18f24136340,8ff461b1-a824-4d21-9f56-391abc1b845f,2014-04-01 00:00:00
21990,879 St. Andrews Way,,Brisbane,64,4000,\xe6100000010c47a14f67237a3bc0dd5754fda9226340,d974c664-b23e-430d-be82-b106922e322f,2012-06-25 00:00:00
21991,"22, rue Saint Denis",,Orleans,131,45000,\xe6100000010c6d49403fffee4740e5115ad02de5fe3f,b58f2b54-b753-4fdc-994c-7c4e4b664cbc,2013-12-21 10:09:29.423
21992,3801 W. Cypress Road,,Lincoln Acres,9,91950,\xe6100000010cbb14b66805574040cdddef8b1a4b5dc0,c5bece50-6d79-472d-9a0c-5a23a2f0c6e6,2013-10-23 00:00:00
21993,6497 Macalven Drive,,Caloundra,64,4551,\xe6100000010c70c17d403ec53ac005c1d43b6d246340,b438054a-ab41-4548-92d8-8ca401d1f25d,2012-10-19 00:00:00
21994,4829 D St.,,San Diego,9,92102,\xe6100000010c597956867c574040cf5dd093d2425dc0,4f615f6a-6236-4ea5-b53b-e7318c10d443,2012-09-28 00:00:00
21995,8033 Gumwood,,St. Leonards,50,2065,\xe6100000010c1badfcac8be740c0e55160247ded6240,cd26295b-18af-4d9a-be46-a6911f98719e,2012-09-27 00:00:00
21996,7779 Lake Meadow Circle,,Beaverton,58,97005,\xe6100000010cf4b9705cf2be4640278df225b4b55ec0,d6c6d129-4c8d-417d-a2a9-3ac6e9764463,2012-09-11 00:00:00
21997,9020 Starflower Dr.,,Metchosin,7,V9,\xe6100000010c953b8c5c98324840f709acd4f6e65ec0,1f7982e9-d096-4e3d-a9d4-fcfbdcf9fe63,2013-07-24 00:00:00
21998,2812 Mazatlan,,Geelong,77,3220,\xe6100000010cb0b95e7fac1543c0d0d03a6aaf096240,94b2b0b0-457f-4325-b987-85c2c3d4ec19,2011-07-06 00:00:00
21999,6719 Santa Teresa Dr,,Wollongong,50,2500,\xe6100000010cbe47b2be2b3541c057510235edd86240,0ee484d1-d753-4765-b0eb-e4d2be692cb6,2013-03-17 00:00:00
22000,2225 Rogers Ave.,,Redmond,79,98052,\xe6100000010cc536355173d24740b88f5357448c5ec0,6a6c3dc0-9cb8-4119-886a-c2477ffbd139,2013-10-10 00:00:00
22001,"3, place de la RÃÂ©publique",,Colomiers,117,31770,\xe6100000010c2de05858f6cf4540e2497aba2f3ff53f,155303f5-3866-4031-b4e3-1ead1eaab4d6,2013-12-21 10:09:29.423
22002,5914 Hazel Drive,,Caloundra,64,4551,\xe6100000010c08eb7d46e6d03ac003f1f49e961c6340,867fe01b-f477-492d-a1ab-f4d216f6f23d,2013-08-01 00:00:00
22003,3720 Maine Ave.,,Redmond,79,98052,\xe6100000010c470a705ce4d44740e92f28437c8b5ec0,e7e268b0-0cc6-44a3-abea-f84d0656f113,2013-10-26 00:00:00
22004,7178 B Avenue I,,Vancouver,7,V7L 4J4,\xe6100000010ca0c4367c55a7484096bca420b2c55ec0,071c2cf6-e9b3-41c3-85cb-c8fd86c95bc3,2012-03-27 00:00:00
22005,"921, impasse Ste-Madeleine",,Bobigny,179,93000,\xe6100000010ce1f7f7f2046c48409febf257657d0340,926c15d4-0ba2-489c-b451-fdce0026a51f,2013-12-21 10:09:29.423
22006,1584 S. Forest Hill,,Bremerton,79,98312,\xe6100000010c28b67701a7c44740a9de823336bb5ec0,460a7152-b1b5-452a-a0f8-5d3f3ac5b335,2014-06-03 00:00:00
22007,Marketplatz 5492,,MÃÂ¼hlheim,20,63151,\xe6100000010c00000000000000000000000000000000,fb7ad737-16c9-4073-b82b-9dcf63552e78,2013-09-28 00:00:00
22008,7952 Quartermaster,,Port Macquarie,50,2444,\xe6100000010ca5ddb97dcc693fc0d12ca9d35b146340,5a4fdf1e-6821-4a8b-87a1-278b5e973d5f,2013-05-08 00:00:00
22009,Carlsplatz 4650,Verkaufsabteilung,MÃÂ¼nster,70,48001,\xe6100000010c00000000000000000000000000000000,0b417e0e-42fa-4033-af8c-48098a7973df,2013-12-06 00:00:00
22010,9955 Auburn,,Daly City,9,94015,\xe6100000010cf565e78a3dd14240d29aa7b63ea55ec0,34d355ab-89a9-4b66-97d9-63029cfd5f99,2013-10-07 00:00:00
22011,9234 Paso Del Rio Court,,San Gabriel,9,91776,\xe6100000010c164955f4f811414071e396e650835dc0,487ecd60-8b38-4d9d-9d50-bf86dc8fa4b9,2013-12-22 00:00:00
22012,3936 Diablo View Road,,Coronado,9,92118,\xe6100000010c0f053ffa2255404030d556356c4b5dc0,ac8c6d54-1476-4d0a-a1ea-5f2875334c45,2013-09-09 00:00:00
22013,4148 Hitchcock,,Long Beach,9,90802,\xe6100000010c3d88b50170df404085fc6d1267915dc0,802c1408-2d4e-4a54-9b85-51a0a3f3887f,2014-03-14 00:00:00
22014,1024 Walnut Blvd.,,Colma,9,94014,\xe6100000010c3b5e09af67d54240a24183e0d99c5ec0,c8ce99e2-fd72-4261-a0fb-3fd553b1240d,2012-02-21 00:00:00
22015,4511 Gatter Court,,Caloundra,64,4551,\xe6100000010cc2f8b930dfc33ac0ebb40ce362266340,e6ca1196-5a77-44c0-b11f-c8696964a150,2012-11-11 00:00:00
22016,8847 Gill Ct.,,Oxford,14,OX1,\xe6100000010c466630c22eda494051e05bf87d28f4bf,26f68d19-6f0c-4484-b552-6458591e3c8d,2012-07-07 00:00:00
22017,Brunnenstr 95,,Dresden,19,01071,\xe6100000010c2d49d70de6874940066e77b8e4862b40,848dafc0-e030-4105-9141-db38eb9eb1d7,2013-10-23 00:00:00
22018,6711 Frayne Ct.,,Burnaby,7,V3J 6Z3,\xe6100000010c7e94ba6a8c96484076e22da903b25ec0,8240b9aa-39fa-4562-85fc-4b1671189ba6,2013-08-25 00:00:00
22019,7413 Alpine Drive,,Goulburn,50,2580,\xe6100000010c9b7d586b625441c02e2e1eeeccb06240,7c70ac25-3413-4fd0-a361-15f34ac708d7,2012-03-10 00:00:00
22020,6751 Del Rio Ln.,,Everett,79,98201,\xe6100000010c165aa9e38a004840d10b828c2c815ec0,e2bc9230-b64f-4079-8fde-3380512326f7,2014-06-07 00:00:00
22021,7738 Thunderbird Dr.,,Beverly Hills,9,90210,\xe6100000010cc46d031ac50d414029bf088e83a45dc0,a0c7a180-b9c3-42ea-a0db-a25f21b87a05,2014-06-15 00:00:00
22022,Postfach 55 00 00,,Darmstadt,19,64283,\xe6100000010c9f34a007b6f74840c7624ce2164b2140,5b7a4d31-d6e4-4654-90e5-01208e4a904e,2014-04-04 00:00:00
22023,Pflugstr 8515,,Darmstadt,19,64283,\xe6100000010c71744da5c0e748408fba5a40d9502140,82cfe0f9-cd8b-4406-8812-61088fdf409f,2014-04-18 00:00:00
22024,9274 Dayton Court,,Lake Oswego,58,97034,\xe6100000010c5b33060d22bc46403ff5a7610baa5ec0,6fb552e8-3ab0-4436-b3e4-5e9ea07db3af,2013-07-11 00:00:00
22025,170 Minert Rd.,,London,14,W1X3SE,\xe6100000010c8c4ab9a477c149407e06182a3c48c0bf,cb5464a7-578b-4432-ba0e-7f7fafd335e1,2013-04-21 00:00:00
22026,5665 Myrtle Drive,,Concord,9,94519,\xe6100000010c59814efadafa4240be790dd9557d5ec0,7b43ec7e-d95b-42a8-9d39-f58901d0de23,2014-02-11 00:00:00
22027,2479 Buckingham Dr.,,Walla Walla,79,99362,\xe6100000010c1ea59775cd0447405189e50124995dc0,3caeb633-d7d7-4422-8d04-96395085e478,2014-06-05 00:00:00
22028,3974 Central Ave.,,Spokane,79,99202,\xe6100000010c0253bd5df8e24740c992ad35ca4f5dc0,05cf017e-bd85-4f2c-87ef-c1fbc8b3e9a3,2014-02-05 00:00:00
22029,9961 Tice,,Burien,79,98168,\xe6100000010cbebdb81012b84740c8852de1b6935ec0,631b1e11-5459-41f2-b98f-260c4d664b80,2013-11-08 00:00:00
22030,6131 Orangewood Court,,Wollongong,50,2500,\xe6100000010c9c67bb48753a41c09243cccf68d96240,0294d373-292c-4c81-9157-09fa96843276,2012-06-16 00:00:00
22031,89 River Ash Court,,Burien,79,98168,\xe6100000010c2648a3548abd4740b1657c56f9875ec0,1ccef054-f0e7-4b3f-ae7f-54a51bd194f9,2013-03-25 00:00:00
22032,1838 Canyon Way,,Coronado,9,92118,\xe6100000010c2e7700e23f5c40403f358666ac415dc0,88ba7e51-7b23-41ee-9a1b-b99d833e397f,2013-04-17 00:00:00
22033,"195, rue de Varenne",,Croix,145,59170,\xe6100000010c6947f683d04d4940109be3eec0410940,4d1baead-dee9-4162-a769-cb2ab554cd44,2013-12-21 10:09:29.423
22034,8206 Green Valley Road,,Langley,7,V3A 4R2,\xe6100000010c11f7872c438b484042405199d6a95ec0,6f48b3a0-6eef-4a97-9856-1544307098cf,2013-09-23 00:00:00
22035,6459 Maryland Drive,,Newcastle upon Tyne,14,NT20,\xe6100000010c394481b6f4784b405fd4473a47c6f9bf,5a606cef-0b23-44da-9b8b-fa45909eedd0,2013-03-10 00:00:00
22036,2866 Reisling Court,,Oak Bay,7,V8P,\xe6100000010c90cd1a742c3c48409ca572ed42d85ec0,5af0cec3-42de-4c4c-9676-92a557eb6585,2013-01-29 00:00:00
22037,4143 Smith Lane,,Warrnambool,77,3280,\xe6100000010c464a4d1ab2fd42c077e0a64a24d16140,56004544-f950-4959-9dc8-392fc251b6f9,2012-06-30 00:00:00
22038,Wasserstr 22,,Hamburg,20,20354,\xe6100000010c5cab3b91accb4a407c548c7818052440,227b78d8-d53a-407a-9c92-bde9472bab1a,2014-02-25 00:00:00
22039,4402 Baker Drive,,Langford,7,V9,\xe6100000010cd36cd595b63548404d21a94defeb5ec0,5315ed5e-90f8-4281-a2c3-b0bd7c6bc09d,2014-02-25 00:00:00
22040,KÃÂ¶nigstr 426,,Saarlouis,70,66740,\xe6100000010c5c5475f6f2ae4840948bca606b051b40,002ae9c9-4a64-40ab-9bed-edf0b557b029,2012-11-27 00:00:00
22041,8281 Rhoda Way,,Hobart,71,7001,\xe6100000010c0d4afc40816845c0ac2bf0f6ef736240,08850b30-b298-4c77-8a9a-8f2bb3f8bb11,2012-09-13 00:00:00
22042,5966 Sepulveda Ct.,,Olympia,79,98501,\xe6100000010c9bf569667f844740950aaebcfac25ec0,0fe19f0a-6d55-4ba7-b3bf-bd3866e6cb48,2013-11-06 00:00:00
22043,"22, rue de la Centenaire",,Pantin,179,93500,\xe6100000010c70d8a19881754840ca8008fefb4c0340,282b1e85-334b-4bfc-8aba-0f50b787debe,2013-12-21 10:09:29.423
22044,1134 Concord Pl.,,Grossmont,9,91941,\xe6100000010c73d0358a99614040bf7c0b800a3b5dc0,acf20a34-ff46-4e7b-8f89-166d2e413c80,2013-01-18 00:00:00
22045,5514 Chilpancingo,,Casper,82,82601,\xe6100000010ca52250fd7d874540a4ba8d851a8e5ac0,92f7185a-5a04-4171-b2f0-f0edbd58530d,2014-03-18 00:00:00
22046,921 Broadway,,Lebanon,58,97355,\xe6100000010ca8ae20c3bb4846408b085b2a99b45ec0,1d8fc2c4-3bf5-4b42-862c-4f240e94a873,2012-07-07 00:00:00
22047,6171 Kinross Drive,,London,14,SW1P 2NU,\xe6100000010c33941e82d6bd4940c264522c7c8ec1bf,d17a5d1e-7b95-4c5f-a530-12fd5d10e41a,2013-10-27 00:00:00
22048,8997 Clark Creek Rd.,,Burien,79,98168,\xe6100000010c218edebeeebc4740c8e37e5bd8965ec0,5298b108-529e-4960-b74e-007a150c007b,2013-10-15 00:00:00
22049,Marketplatz 5193,,Braunschweig,53,38001,\xe6100000010c00000000000000000000000000000000,d321b8ba-faf7-4941-8e2b-099678b2ac72,2012-11-05 00:00:00
22050,26 Leland Way,,Torrance,9,90505,\xe6100000010c4baa2b7a8fe54040de95559672935dc0,a0fbb2b6-7cd1-46d1-83d6-1971605fb2af,2014-05-25 00:00:00
22051,9163 Hilltop Road,,Bellflower,9,90706,\xe6100000010c45f477c86bef40404a16ad213c815dc0,63beb6ca-6197-4e3c-b150-ebaa724a52e5,2014-05-22 00:00:00
22052,"1, rue de la Centenaire",,Roubaix,145,59100,\xe6100000010c073328e59d5149405fbcd4db56710940,b42ee985-c9f0-407f-90b8-ca8bd2675e9f,2013-12-21 10:09:29.423
22053,8274 Gladstone Drive,,York,14,Y03 4TN,\xe6100000010c07233325cafc4a40d3a1718c3454f1bf,7bed578a-ba3d-410a-a74e-5f9485c76c07,2012-01-08 00:00:00
22054,2976 York Dr.,,Lincoln Acres,9,91950,\xe6100000010cecd3d6ac1c594040cdddef8b1a4b5dc0,5ddafaf1-f761-401f-b6a0-7476e4fe2047,2014-02-26 00:00:00
22055,1562 Black Walnut,,Concord,9,94519,\xe6100000010cb4091e2a5af442408b810ce8ae765ec0,1bd8e111-f780-44f8-82ee-92658514f7d9,2013-11-01 00:00:00
22056,4766 L St.,,Port Hammond,7,V6B 3P7,\xe6100000010ce93b4195f09b4840589c6518e7c75ec0,ca67d6b8-262a-4bcc-9777-bd870a3a0274,2013-10-15 00:00:00
22057,3847 Larch Ct,,Newcastle,50,2300,\xe6100000010cffa00b51797940c0d145f19873f86240,2a4ad7ee-d9a5-4369-a89f-de23866d5237,2011-11-24 00:00:00
22058,6261 Amador Ct.,,Woodburn,58,97071,\xe6100000010c22f6b2867b944640e38233f542af5ec0,5ea7ae4f-4bce-4b98-9a85-3376f76e717a,2014-01-19 00:00:00
22059,"34, route de Marseille",,Villeneuve-d'Ascq,145,59491,\xe6100000010c423fc3cdc5564940cd3db824d12a0940,69900fdb-2218-42a1-94c8-d96e31e256b0,2013-12-21 10:09:29.423
22060,2121 Royal Ann Lane,,North Sydney,50,2055,\xe6100000010c427176706dea40c0aab3cc0128e56240,945e9507-5806-411e-91de-5cefbc153cd9,2012-03-15 00:00:00
22061,4125 Adobe Dr.,,Woodland Hills,9,91364,\xe6100000010c9f202a19da11414087bdbbd6dda45dc0,592b7289-a35f-410f-bc2f-15f90735f38b,2014-04-18 00:00:00
22062,1640 Walter Way,,Malabar,50,2036,\xe6100000010c53d16cc728f940c0e00c896b02ea6240,5143d9f0-239d-40a9-b5e0-f1aa9ed357a8,2013-01-14 00:00:00
22063,"599, rue Jean Mermoz",,Lille,145,59000,\xe6100000010ca0d92bf800574940fc48c0b9e6320840,2b32b080-2199-4532-8b13-1c44f141538b,2013-12-21 10:09:29.423
22064,494 Crown Court,,Lemon Grove,9,91945,\xe6100000010ccb798bca7a6240405609a603833e5dc0,13f02740-d415-4abf-9737-11c7aadd008b,2012-11-11 00:00:00
22065,5152 Fine Dr.,,Concord,9,94519,\xe6100000010cb47ee075b9fa424023394260a57c5ec0,db685c51-85db-4786-8418-462223946e04,2012-10-30 00:00:00
22066,1775 Choctaw Court,,Beaverton,58,97005,\xe6100000010c13603b9246c14640414ff78b46b75ec0,56ec801e-c79c-4aff-bef2-9b7664746125,2013-09-05 00:00:00
22067,"2141, rue Saint-Lazare",,Paris,161,75008,\xe6100000010cef93e09d6d794840e85b600592a00240,ab84f569-5b0c-4a05-81a8-8205e99ec0fa,2013-12-21 10:09:29.423
22068,9344 Vloching Circle,,Coffs Harbour,50,2450,\xe6100000010c8e3303ca861b3ec05b60a8fafa1d6340,af1ef277-00e4-4ab6-a2c3-7c7d9589a538,2012-08-22 00:00:00
22069,7032 Stanford St.,,Milsons Point,50,2061,\xe6100000010cc656ac3ae5e540c0430854e872e36240,a6992fa1-7569-4e37-a14a-ea559a284357,2014-03-17 00:00:00
22070,6220 Krueger Dr.,,Redmond,79,98052,\xe6100000010cb739efc0d3dc474053f2c8288b805ec0,24c758e2-84a5-44e5-b6d4-1a7b05735310,2014-04-10 00:00:00
22071,4044 Sun View Dr.,,Downey,9,90241,\xe6100000010c6e824578bffd4040673f940e0e905dc0,ef30e23b-8b25-4952-a913-0ec8f866265d,2013-08-03 00:00:00
22072,563 Coggind Drive,,Geelong,77,3220,\xe6100000010cca3e11a39a1843c01bdf4aa4b00f6240,46bda529-0823-451a-8e16-7a7481b3948d,2011-08-09 00:00:00
22073,3830 Sandy Cove Lane,,Vancouver,7,V7L 4J4,\xe6100000010c963f41ef46ae48406acc97a3d1bd5ec0,2aae534d-a768-49ec-88d1-d1566f9e9c2e,2013-07-20 00:00:00
22074,1908 Stanford Street,,San Diego,9,92102,\xe6100000010c73e8cb66985b40400ff09d2072415dc0,3446795e-07bf-42cd-bcee-36498f19e5ce,2014-05-28 00:00:00
22075,"919, rue de Berri",,Saint Germain en Laye,164,78100,\xe6100000010c6d9a042134724840877621a951d00040,89385644-2899-4640-945b-b1e46748d9ee,2013-12-21 10:09:29.423
22076,280 Calle Verde Dr.,,Corvallis,58,97330,\xe6100000010c133b0579d84e46408a6dba4ffbcf5ec0,3bb0f70f-77f0-4ffb-86f0-5b3a0926cfb0,2013-09-13 00:00:00
22077,4987 Westover Dr.,,London,14,SW8 4BG,\xe6100000010c8ef5354b03c749402fab283037c5c2bf,132b4ce7-4fd2-4c12-afa3-d982fc134be6,2013-09-28 00:00:00
22078,3230 Hamilton Ave,,Lake Oswego,58,97034,\xe6100000010ce8878e98dbab4640f9191565e5b15ec0,5e0f779f-3cc4-4918-8047-ebdb05fa51a2,2013-11-30 00:00:00
22079,4471 Ryan Court,,Sooke,7,V0,\xe6100000010c33466f26e4304840f47eb315cdee5ec0,a6be6fa4-e07e-47f1-92c7-7ce4246ba116,2014-04-26 00:00:00
22080,7675 Palisade Court,,El Cajon,9,92020,\xe6100000010cdfc429bf1f6940405aba7fc21b435dc0,a5bf4b15-4cc2-4138-8f54-57f5a0c4b362,2013-03-24 00:00:00
22081,9170 Plymouth Dr.,,El Cajon,9,92020,\xe6100000010c58c8fa887b6c40404af10c795d3f5dc0,d509c99a-56c6-4a61-8bbc-fe8711118155,2014-03-11 00:00:00
22082,9199 Park Glenn,,London,14,SW8 4BG,\xe6100000010c1b8963577eba4940cdc07bc373bfc2bf,e81b836b-b3c1-408e-b934-38e7c6e54b1c,2012-11-28 00:00:00
22083,2630 Deermeadow Way,,Los Angeles,9,90012,\xe6100000010ce608e307470541404a6f34997b975dc0,3dee2b6f-9644-4e29-af73-352fbf860c50,2013-10-06 00:00:00
22084,7432 Corte Valencia,,Beaverton,58,97005,\xe6100000010c3459ebe2c4c44640bdc3da27d8ad5ec0,fbc720f9-30e0-4e91-9133-aa47ef3b82c0,2013-12-17 00:00:00
22085,7034 Petarct,,Renton,79,98055,\xe6100000010cfcee03fd92c147407a8a18a179955ec0,b9a3a2da-6b47-491e-8f9a-52932c03ec2b,2013-11-22 00:00:00
22086,7305 Terry Lynn Lane,,Salem,58,97301,\xe6100000010c1a1677d204744640c780844b8ebe5ec0,45618250-5c80-4a0b-b458-83173cf0e535,2014-05-05 00:00:00
22087,9308 Green Valley Rd.,,Bury,14,PE17,\xe6100000010c8644f2672ccc4a40b9694eebf66902c0,92d5f846-10fc-48a5-865a-8524c9974dd6,2013-09-08 00:00:00
22088,"4024, rue Surcouf",,Chatou,164,78400,\xe6100000010c555fe7c8c1774840391c167a1e360140,676710d1-aa5a-44dd-bcab-cfd7af724cc0,2013-12-21 10:09:29.423
22089,8586 D Kiska Ct.,,Santa Monica,9,90401,\xe6100000010c6d64d1e982ff40405bce6079b1a25dc0,08eb24bf-153f-4f1b-aaa0-97d50a31da90,2014-02-26 00:00:00
22090,3500 Woodcrest Dr.,,Redwood City,9,94063,\xe6100000010cb334797a6cbc424048e592f707845ec0,60925ab5-5b73-4a02-9e65-9aa2873f6060,2014-03-18 00:00:00
22091,"22, rue de la Cavalerie",,Metz,143,57000,\xe6100000010c191a5bbda5854840101ca787eec11840,33872a0e-a219-4e56-99b0-68a9b5363d84,2013-12-21 10:09:29.423
22092,679 Lanton Ave,,Berkeley,9,94704,\xe6100000010cb194ea6f42e842407ab517bc02865ec0,547e5007-f613-4b4f-adbe-eabd5b78cb9b,2011-08-16 00:00:00
22093,7535 Roanoke Drive,,St. Leonards,50,2065,\xe6100000010c81606a273fe640c0de31de423be66240,3d613644-0e3b-490d-9763-5d4bab517ad1,2013-07-09 00:00:00
22094,8200 Valley Manor,,Woodburn,58,97071,\xe6100000010c1c5f9c5a5f974640f221e0008db55ec0,cbb7ad58-7f12-474e-9b00-35206d45fc74,2013-04-07 00:00:00
22095,1283 Cowell Rd.,,Bremerton,79,98312,\xe6100000010c28b67701a7c447403e826695c8a65ec0,b9ea50df-346c-465a-b5c0-96961d45eb7b,2013-11-20 00:00:00
22096,"4801, rue de Varenne",,Suresnes,178,92150,\xe6100000010c55ae4df25c6f48408fc2d98fb7bc0140,58f6e39d-5966-4eee-961e-92fe504812e2,2013-12-21 10:09:29.423
22097,7986 Southdale,,Puyallup,79,98371,\xe6100000010c236a8aa7b59b47404bc6492a6f8b5ec0,e02e8b40-f5a0-418a-84d9-1b3853d0b387,2014-06-06 00:00:00
22098,6064 Tosca Way,,Yakima,79,98901,\xe6100000010cdfd8e91e1e5b4740e6f6e0d19a225ec0,caee97a1-02e9-4f4d-bd03-c712cd047d56,2013-10-05 00:00:00
22099,6104 Lakewood Court,,Bellingham,79,98225,\xe6100000010cf22e164ca25b48407a253cb8ffa35ec0,39b09491-ce22-4087-a450-b0978af18e03,2014-02-16 00:00:00
22100,"2811, rue des Ecoles",,Lieusaint,163,77127,\xe6100000010cd1e24ff1dc4948403bc2cc7127630440,65767a1c-2672-4055-8c4b-e46648016a6d,2013-12-21 10:09:29.423
22101,8524 C Mt. Hood Circle,,Cranbourne,77,3977,\xe6100000010c9c8f284fce0c43c0fa30996b60256240,afe7a1af-a992-4bc5-bfc0-9053dae78bd6,2013-10-22 00:00:00
22102,7312 Alamo Court,,Lane Cove,50,1597,\xe6100000010c6ff5905a77ed40c05467e1c113e06240,6b218e48-5b71-464b-8a92-c4c656168f1c,2011-09-08 00:00:00
22103,"66808, avenue de Villiers",,Chatou,164,78400,\xe6100000010c6b05af149d6a48405599103dd23f0140,6fe3fc5f-8af5-454c-96a2-b4f0cdad7a75,2013-12-21 10:09:29.423
22104,7091 Clemson Court,,Burlingame,9,94010,\xe6100000010c5704d728cac8424045ed2f2bab8e5ec0,9c00a37e-4887-4305-bd3e-8e561cea87f6,2013-12-23 00:00:00
22105,1899 Hooftrail Way,,Burlingame,9,94010,\xe6100000010cd1b496566cc5424045ed2f2bab8e5ec0,5867f7a8-4752-4d5a-84b8-f706341a3467,2014-05-09 00:00:00
22106,Wasserstr 63,,Bottrop,53,46236,\xe6100000010cf74b3b13e8b94940f0ee6196a7ae1b40,2fd22c0f-6b63-46c6-aff7-36911aecaa7c,2013-09-02 00:00:00
22107,8627 Shenandoah Drive,,Colma,9,94014,\xe6100000010cf9a22914dad642405b3fc001809a5ec0,0ea0ce64-ca0a-4c5e-ab55-e8e8adf5d980,2014-04-21 00:00:00
22108,1832 Preston Ct.,,Tacoma,79,98403,\xe6100000010c3372770993a147407873931029965ec0,f07d0c27-8bd5-4260-a555-3d4d7e07d7ad,2013-12-24 00:00:00
22109,5312 Riverwood Circle,,Cranbourne,77,3977,\xe6100000010ccf441335fd1943c00f061f81472d6240,8e5413ea-7124-4c20-96c7-5124f2ee5416,2013-08-29 00:00:00
22110,8514 Bounty Way,,Cheltenham,14,GL50,\xe6100000010cfdec409948f44940e76c0bb6c3a500c0,526de0bf-785a-4f70-aee8-a9630eac394d,2014-02-17 00:00:00
22111,5260 Marina Village Pkwy.,,Beaverton,58,97005,\xe6100000010c7310fe4e5dbe46401934038b34bb5ec0,4c9d6846-91c8-45b4-b242-d1c438c221bd,2014-05-17 00:00:00
22112,5039 Keywood Ct.,,Cliffside,7,V8Y 1L1,\xe6100000010cbd7b928b41394840eb281aea39d95ec0,904111d3-e32d-4d7e-8b03-f2ab990b3992,2013-07-15 00:00:00
22113,3327 Rockridge Dr.,,Tacoma,79,98403,\xe6100000010c0aa8bbbaf19d4740ef1a16ec21a15ec0,77bf4b6b-8a3d-44f5-b4f7-afbbfad5b18c,2012-03-03 00:00:00
